"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Benda L.; James C.; Miller D.; Andras K.","Benda, Lee (7003692110); James, Cajun (55208556800); Miller, Daniel (57210864877); Andras, Kevin (6602889159)","7003692110; 55208556800; 57210864877; 6602889159","Road Erosion and Delivery Index (READI): A Model for Evaluating Unpaved Road Erosion and Stream Sediment Delivery","2019","Journal of the American Water Resources Association","55","2","","459","484","25","20","10.1111/1752-1688.12729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061027053&doi=10.1111%2f1752-1688.12729&partnerID=40&md5=dd8afc8fc306cb93c0f06d4d3ae93ee5","Article","Final","","Scopus","2-s2.0-85061027053"
"Hu T.; Hu H.; Li F.; Zhao B.; Wu S.; Zhu G.; Sun L.","Hu, Tongxin (57207847950); Hu, Haiqing (23103103400); Li, Fei (57208648446); Zhao, Binqing (58982162000); Wu, Shan (59122963300); Zhu, Guangyan (57216097962); Sun, Long (55361914900)","57207847950; 23103103400; 57208648446; 58982162000; 59122963300; 57216097962; 55361914900","Long-term effects of post-fire restoration types on nitrogen mineralisation in a Dahurian larch (Larix gmelinii)forest in boreal China","2019","Science of the Total Environment","679","","","237","247","10","36","10.1016/j.scitotenv.2019.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065432825&doi=10.1016%2fj.scitotenv.2019.05.008&partnerID=40&md5=621252d71a6544eb62a506d91cae9db2","Article","Final","","Scopus","2-s2.0-85065432825"
"Schwank M.; Li X.; Kerr Y.; Naderpour R.; Matzler C.; Wigneron J.-P.","Schwank, Mike (16176347300); Li, Xiaojun (57876080300); Kerr, Yann (26643081200); Naderpour, Reza (56993862600); Matzler, Christian (7004289682); Wigneron, Jean-Pierre (7005692975)","16176347300; 57876080300; 26643081200; 56993862600; 7004289682; 7005692975","""tau-Omega""- and Two-Stream Emission Models applied to Close-Range and SMOS Measurements","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898225","6158","6161","3","2","10.1109/IGARSS.2019.8898225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074882946&doi=10.1109%2fIGARSS.2019.8898225&partnerID=40&md5=dc8078f0b6d421bb25f3c135280e4afe","Conference paper","Final","","Scopus","2-s2.0-85074882946"
"Lu Z.; Zhao Y.; Wei Y.; Feng Q.; Xie J.","Lu, Zhixiang (56022662600); Zhao, Yan (56447421300); Wei, Yongping (21234590500); Feng, Qi (58593217400); Xie, Jiali (18038750900)","56022662600; 56447421300; 21234590500; 58593217400; 18038750900","Differences among evapotranspiration products affect water resources and ecosystem management in an Australian catchment","2019","Remote Sensing","11","8","958","","","","13","10.3390/rs11080925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065040349&doi=10.3390%2frs11080925&partnerID=40&md5=a452afdf2f3134d9c8f97b8a48ab84a0","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065040349"
"Xiaoyan B.; Suocheng D.; Wenbao M.; Fujia L.","Xiaoyan, Bu (57207195383); Suocheng, Dong (8241976600); Wenbao, Mi (56658778600); Fujia, Li (54885237700)","57207195383; 8241976600; 56658778600; 54885237700","Spatial-temporal change of carbon storage and sink of wetland ecosystem in arid regions, Ningxia Plain","2019","Atmospheric Environment","204","","","89","101","12","39","10.1016/j.atmosenv.2019.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062295756&doi=10.1016%2fj.atmosenv.2019.02.019&partnerID=40&md5=4bd8c51738b7c5c0c5cb1f952dc0966d","Article","Final","","Scopus","2-s2.0-85062295756"
"Walther S.; Duveiller G.; Jung M.; Guanter L.; Cescatti A.; Camps-Valls G.","Walther, Sophia (57190428831); Duveiller, Gregory (23970165000); Jung, Martin (58045200100); Guanter, Luis (8531925900); Cescatti, Alessandro (6602126569); Camps-Valls, Gustau (6603888005)","57190428831; 23970165000; 58045200100; 8531925900; 6602126569; 6603888005","Satellite Observations of the Contrasting Response of Trees and Grasses to Variations in Water Availability","2019","Geophysical Research Letters","46","3","","1429","1440","11","76","10.1029/2018GL080535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061365812&doi=10.1029%2f2018GL080535&partnerID=40&md5=c4ff041e162f6b85324543c495a3fde9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85061365812"
"Hasan A.F.; Laurent F.; Messner F.; Bourgoin C.; Blanc L.","Hasan, Ali Fadhil (57196247761); Laurent, François (57196237297); Messner, François (39362002300); Bourgoin, Clément (57192679078); Blanc, Lilian (8324697000)","57196247761; 57196237297; 39362002300; 57192679078; 8324697000","Cumulative disturbances to assess forest degradation using spectral unmixing in the northeastern Amazon","2019","Applied Vegetation Science","22","3","","394","408","14","15","10.1111/avsc.12441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067369347&doi=10.1111%2favsc.12441&partnerID=40&md5=319e2c2fcb5cb46f6ba6d9d0b3f47338","Article","Final","","Scopus","2-s2.0-85067369347"
"Fonseca L.D.M.; Dalagnol R.; Malhi Y.; Rifai S.W.; Costa G.B.; Silva T.S.; Da Rocha H.R.; Tavares I.B.; Borma L.S.","Fonseca, Letícia D.M. (57193114737); Dalagnol, Ricardo (57195316689); Malhi, Yadvinder (7004035832); Rifai, Sami W. (56441308800); Costa, Gabriel B. (57214062255); Silva, Thiago S.F. (23994716100); Da Rocha, Humberto R. (6602159587); Tavares, Iane B. (57209715987); Borma, Laura S. (26664278400)","57193114737; 57195316689; 7004035832; 56441308800; 57214062255; 23994716100; 6602159587; 57209715987; 26664278400","Phenology and seasonal ecosystem productivity in an Amazonian floodplain forest","2019","Remote Sensing","11","13","1530","","","","22","10.3390/rs11131530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068499177&doi=10.3390%2frs11131530&partnerID=40&md5=868d969cfc2ba8f71a5ea448f8bd9cfb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068499177"
"Arai E.; Shimabukuro Y.E.; Dutra A.C.; Duarte V.","Arai, Egidio (14821958500); Shimabukuro, Yosio E. (7006392180); Dutra, Andeise C. (57208478400); Duarte, Valdete (6603669569)","14821958500; 7006392180; 57208478400; 6603669569","Detection and Analysis of Forest Degradation by Fire Using Landsat/Oli Images in Google Earth Engine","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8899250","1649","1652","3","6","10.1109/IGARSS.2019.8899250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077695752&doi=10.1109%2fIGARSS.2019.8899250&partnerID=40&md5=f02e49853ca508e95b79b00085c4ecb9","Conference paper","Final","","Scopus","2-s2.0-85077695752"
"Xu H.; Hu X.; Guan H.; Zhang B.; Wang M.; Chen S.; Chen M.","Xu, Hanqiu (14065490700); Hu, Xiujuan (57193842946); Guan, Huade (7202612877); Zhang, Bobo (57193855422); Wang, Meiya (57191666011); Chen, Shanmu (57208199201); Chen, Minghua (57207820316)","14065490700; 57193842946; 7202612877; 57193855422; 57191666011; 57208199201; 57207820316","A remote sensing based method to detect soil erosion in forests","2019","Remote Sensing","11","5","513","","","","32","10.3390/rs11050513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062936206&doi=10.3390%2frs11050513&partnerID=40&md5=0621ba437988c8ec2b79d7523cabdfc1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85062936206"
"Nasta P.; Schonbrodt-Stitt S.; Bogena H.; Kurtenbach M.; Ahmadian N.; Vereecken H.; Conrad C.; Romano N.","Nasta, Paolo (31367668800); Schonbrodt-Stitt, Sarah (55560203100); Bogena, Heye (55908049900); Kurtenbach, Markus (57212268009); Ahmadian, Nima (55575342100); Vereecken, Harry (7004082452); Conrad, Christopher (7102811204); Romano, Nunzio (7005388111)","31367668800; 55560203100; 55908049900; 57212268009; 55575342100; 7004082452; 7102811204; 7005388111","Integrating ground-based and remote sensing-based monitoring of near-surface soil moisture in a Mediterranean environment","2019","2019 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2019 - Proceedings","","","8909226","274","279","5","8","10.1109/MetroAgriFor.2019.8909226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076343739&doi=10.1109%2fMetroAgriFor.2019.8909226&partnerID=40&md5=965a7ac83cae4f4d5561350807d068e0","Conference paper","Final","","Scopus","2-s2.0-85076343739"
"Pazhouhan I.; Najafi A.; KamkarRouhani A.; Vahidi J.","Pazhouhan, Iman (57196372768); Najafi, Akbar (24512758700); KamkarRouhani, Abolghasem (57196377816); Vahidi, Javad (9245209700)","57196372768; 24512758700; 57196377816; 9245209700","Subsurface elements prediction for the design of forest road using ground penetrating radar technique","2019","Bulletin of Engineering Geology and the Environment","78","2","","753","761","8","5","10.1007/s10064-017-1180-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032829449&doi=10.1007%2fs10064-017-1180-7&partnerID=40&md5=6e7ef17e686b8b8ea8e95fb55e910959","Article","Final","","Scopus","2-s2.0-85032829449"
"Gou Y.; Ryan C.; Balzter H.","Gou, Yaqing (53163901400); Ryan, Casey (23100820000); Balzter, Heiko (6603839405)","53163901400; 23100820000; 6603839405","Water Cloud Model for above Ground Biomass Retrival in Savanna Woodlands","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898012","6011","6014","3","1","10.1109/IGARSS.2019.8898012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077705454&doi=10.1109%2fIGARSS.2019.8898012&partnerID=40&md5=193683fca076d89f8a4c4df88352ab7d","Conference paper","Final","","Scopus","2-s2.0-85077705454"
"Cui H.; Jiang L.; Wang J.; Wang G.; Yang J.; Su X.","Cui, Huizhen (57191271806); Jiang, Lingmei (7403476075); Wang, Jian (57221359297); Wang, Gongxue (57216930904); Yang, Jianwei (57201736053); Su, Xu (57215929691)","57191271806; 7403476075; 57221359297; 57216930904; 57201736053; 57215929691","Downscaling of smap soil moisture products over Genhe area in China","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","","7037","7040","3","2","10.1109/IGARSS.2019.8900144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120455555&doi=10.1109%2fIGARSS.2019.8900144&partnerID=40&md5=8827eb15da7650cff89ffb6a9811349b","Conference paper","Final","","Scopus","2-s2.0-85120455555"
"Sun D.; Zhang P.; Sun Q.; Jiang W.","Sun, Danfeng (55272672600); Zhang, Ping (57198754670); Sun, Qiangqiang (57191275699); Jiang, Wanbei (57111143400)","55272672600; 57198754670; 57191275699; 57111143400","A dryland cover state mapping using catastrophe model in a spectral endmember space of OLI: a case study in Minqin, China","2019","International Journal of Remote Sensing","40","14","","5673","5694","21","21","10.1080/01431161.2019.1580795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064938314&doi=10.1080%2f01431161.2019.1580795&partnerID=40&md5=fa127eb07204aaae33ce50baa25b90bd","Article","Final","","Scopus","2-s2.0-85064938314"
"Alfonso-Torreño A.; Gómez-Gutiérrez Á.; Schnabel S.; Lavado Contador J.F.; de Sanjosé Blasco J.J.; Sánchez Fernández M.","Alfonso-Torreño, Alberto (57203330075); Gómez-Gutiérrez, Álvaro (57217081805); Schnabel, Susanne (7003312221); Lavado Contador, J. Francisco (6504687038); de Sanjosé Blasco, José Juan (55947509300); Sánchez Fernández, Manuel (57190222447)","57203330075; 57217081805; 7003312221; 6504687038; 55947509300; 57190222447","sUAS, SfM-MVS photogrammetry and a topographic algorithm method to quantify the volume of sediments retained in check-dams","2019","Science of the Total Environment","678","","","369","382","13","41","10.1016/j.scitotenv.2019.04.332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065170059&doi=10.1016%2fj.scitotenv.2019.04.332&partnerID=40&md5=50199335ebe5561c219099707decc809","Article","Final","","Scopus","2-s2.0-85065170059"
"Tian H.; Liu W.; Zhao Y.","Tian, Hao (56070278700); Liu, Weiping (57209524254); Zhao, Yandong (36601626800)","56070278700; 57209524254; 36601626800","Design and Performance Analysis of Cone-type Forest Soil Moisture Sensor Based on Standing Wave Principle; [基于驻波原理的锥式林区土壤含水率仪设计与性能分析]","2018","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","49","8","","194","202","8","1","10.6041/j.issn.1000-1298.2018.08.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055572757&doi=10.6041%2fj.issn.1000-1298.2018.08.023&partnerID=40&md5=a4f48a4a59c28f279227a81e32a688ec","Article","Final","","Scopus","2-s2.0-85055572757"
"Kankare V.; Luoma V.; Saarinen N.; Peuhkurinen J.; Holopainen M.; Vastaranta M.","Kankare, Ville (38662811700); Luoma, Ville (56102242900); Saarinen, Ninni (35316223800); Peuhkurinen, Jussi (23091733300); Holopainen, Markus (6701569174); Vastaranta, Mikko (26535318100)","38662811700; 56102242900; 35316223800; 23091733300; 6701569174; 26535318100","Assessing feasibility of the forest trafficability map for avoiding rutting – A case study","2019","Silva Fennica","53","3","10197","","","","12","10.14214/sf.10197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073519063&doi=10.14214%2fsf.10197&partnerID=40&md5=29638f2edfdda1cdbaf7bcff703fec12","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85073519063"
"Rosario D.; Ortiz A.; Fuentes O.","Rosario, Dalton (7004930698); Ortiz, Anthony (57200606660); Fuentes, Olac (56240528900)","7004930698; 57200606660; 56240528900","3D Terrain Segmentation in the Swir Spectrum","2018","Workshop on Hyperspectral Image and Signal Processing, Evolution in Remote Sensing","2018-September","","8747269","","","","0","10.1109/WHISPERS.2018.8747269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073909845&doi=10.1109%2fWHISPERS.2018.8747269&partnerID=40&md5=1aed074949a108e2c724a1822d15c262","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073909845"
"Anizawati A.; Nor Aslinda A.; Anthony D.; Roslina A.R.; Ikmalzatul A.; Mohd Radzi A.H.; Azizah A.","Anizawati, A. (57200564844); Nor Aslinda, A. (57215327737); Anthony, D. (58345345900); Roslina, A.R. (57215308368); Ikmalzatul, A. (57215327759); Mohd Radzi, A.H. (35622452500); Azizah, A. (57215310361)","57200564844; 57215327737; 58345345900; 57215308368; 57215327759; 35622452500; 57215310361","Impact of sea level rise on mangroves ecosystem in Kuching wetland National Park, Sarawak, Malaysia","2019","Australasian Coasts and Ports 2019 Conference","","","","1274","1280","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075041937&partnerID=40&md5=3a7eb6743b14c886ca16aea1fd74ea2f","Conference paper","Final","","Scopus","2-s2.0-85075041937"
"Chang C.-C.; Song G.-Z.M.; Chao Y.-C.","Chang, Chung-Chun (57204704373); Song, Guo-Zhang M. (21741050400); Chao, Yen-Chen (57204708958)","57204704373; 21741050400; 57204708958","Exploring the relationships between normalized difference vegetation index and leaf area index in central taiwan","2019","Scour and Erosion IX - Proceedings of the 9th International Conference on Scour and Erosion, ICSE 2018","","","","591","595","4","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056749287&partnerID=40&md5=e67f8afd53a01cd179f731286d273fa4","Conference paper","Final","","Scopus","2-s2.0-85056749287"
"Yan R.; Zhang X.; Yan S.; Zhang J.; Chen H.","Yan, Rui (57204944628); Zhang, Xiaoping (56898188200); Yan, Shengjun (57193272576); Zhang, Jianjun (57203378089); Chen, Hao (57193903217)","57204944628; 56898188200; 57193272576; 57203378089; 57193903217","Spatial patterns of hydrological responses to land use/cover change in a catchment on the Loess Plateau, China","2018","Ecological Indicators","92","","","151","160","9","78","10.1016/j.ecolind.2017.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017431783&doi=10.1016%2fj.ecolind.2017.04.013&partnerID=40&md5=2b7ef57e818adda88aea6adc35d8c27b","Article","Final","","Scopus","2-s2.0-85017431783"
"Schultz M.; Shapiro A.; Clevers J.G.P.W.; Beech C.; Herold M.","Schultz, Michael (56937839700); Shapiro, Aurélie (8624044500); Clevers, Jan G.P.W. (7004003227); Beech, Craig (57117697100); Herold, Martin (7102192954)","56937839700; 8624044500; 7004003227; 57117697100; 7102192954","Forest cover and vegetation degradation detection in the Kavango Zambezi Transfrontier Conservation area using BFAST monitor","2018","Remote Sensing","10","11","1850","","","","27","10.3390/rs10111850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057135325&doi=10.3390%2frs10111850&partnerID=40&md5=39a180370eb97d808a528e94398ae9c8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85057135325"
"Mezaal M.R.; Pradhan B.; Shafri H.Z.M.; Mojaddadi H.; Yusoff Z.M.","Mezaal, Mustafa Ridha (57193235617); Pradhan, Biswajeet (12753037900); Shafri, H.Z.M. (24072139200); Mojaddadi, H. (57193507420); Yusoff, Z.M. (36873775700)","57193235617; 12753037900; 24072139200; 57193507420; 36873775700","Optimized hierarchical rule-based classification for differentiating shallow and deep-seated landslide using high-resolution lidar data","2019","Lecture Notes in Civil Engineering","9","","","825","848","23","4","10.1007/978-981-10-8016-6_60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060340567&doi=10.1007%2f978-981-10-8016-6_60&partnerID=40&md5=1f11fa46408e2d720bf503fb4f66d62b","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85060340567"
